03BE,93B7,8A5F,ECB1
03BF,93B6,360B,8EB3
03C0,93C9,63C1,4D2B
03C1,93C8,2BE1,9A2B
03C2,93CB,C711,311F
03C3,93CA,A351,F64B
03C4,93CD,90C1,381F
03C5,93CC,BB11,571F
03C6,93CF,8251,FF4B
03C7,93CE,ED51,725F
03C8,93C1,D051,2B4B
03C9,93C0,4DC1,635F
03CA,93C3,F6E1,6C5F
03CB,93C2,31E1,541F
03CC,93C5,57E1,254B
03CD,93C4,0111,902B
03CE,93C7,72C1,492B
03CF,93C6,1611,7E5F
03D0,93D9,30E0,F24E
03D1,93D8,606A,FE74
03D2,93DB,A096,6229
03D3,93DA,0010,422E
03D4,93DD,30DA,6E29
03D5,93DC,A08A,6285
03D6,93DF,0036,4E2E
03D7,93DE,0047,3275
03D8,93D1,007A,4284
03D9,93D0,3007,3249
03DA,93D3,60B7,3E49
03DB,93D2,60C0,6E85
03DC,93D5,60A6,4E84
03DD,93D4,A050,F274
03DE,93D7,30F6,FE4E
03DF,93D6,A027,3E75
03E0,93E9,0E1E,FA0E
03E1,93E8,EA94,1ADA
03E2,93EB,62A4,6EC9
03E3,93EA,32EE,4ABE
03E4,93ED,1A34,AEC0
03E5,93EC,40A4,6EA5
03E6,93EF,32F4,EAB7
03E7,93EE,F0EE,3EF5
03E8,93E1,F0F4,4A64
03E9,93E0,1A1E,3EE9
03EA,93E3,EA5E,0EE0
03EB,93E2,AE5E,AEA6
03EC,93E5,AE94,EA6A
03ED,93E4,62CE,FAD4
03EE,93E7,0E34,1A07
03EF,93E6,40CE,0EF6
03F0,93F9,AC5B,49BB
03F1,93F8,B51B,DAB1
03F2,93FB,57EB,38EF
03F3,93FA,63CB,FF0B
03F4,93FD,DA5B,08E3
03F5,93FC,2BEB,54EF
03F6,93FF,72CB,1F01
03F7,93FE,4DCB,7ECF
03F8,93F1,90CB,250B
03F9,93F0,E95B,6CCF
03FA,93F3,1F1B,ACC3
03FB,93F2,081B,C4E3
03FC,93F5,C41B,B501
03FD,93F4,31EB,9ABB
03FE,93F7,8E5B,E9B1
03FF,93F6,F6EB,8EC3
0400,9409,3207,F249
0401,9408,42AA,FE75
0402,940B,A28A,4029
0403,940A,0247,4229
0404,940D,F2FA,4A29
0405,940C,E29A,4085
0406,940F,027A,4E29
0407,940E,1217,F075
0408,9401,123A,4285
0409,9400,F2E7,F049
040A,9403,42C7,FA49
040B,9402,62B7,4A85
040C,9405,626A,4E85
040D,9404,A227,F275
040E,9407,32DA,FE49
040F,9406,E257,FA75
0410,9419,0C44,FC05
0411,9418,DE54,BE06
0412,941B,72B4,49B5
0413,941A,3304,4CB5
0414,941D,BE14,E9B6
0415,941C,92C4,9AB5
0416,941F,5204,ECB6
0417,941E,F3E4,2A05
0418,9411,22E4,9EB5
0419,9410,1C14,F905
041A,9413,EC54,1906
041B,9412,AC24,DAB6
041C,9415,8E24,DEB6
041D,9414,63B4,2E05
041E,9417,CE44,1C06
041F,9416,43C4,BA06
0420,9429,62BC,422D
0421,9428,F7F1,4E8F
0422,942B,0771,FB4D
0423,942A,A22C,F74D
0424,942D,42A1,F54D
0425,942C,1731,FB7F
0426,942F,A281,F44D
0427,942E,E25C,408F
0428,9421,E291,F77F
0429,9420,42CC,402D
042A,9423,F7EC,4A2D
042B,9422,370C,F57F
042C,9425,37D1,F47F
042D,9424,074C,428F
042E,9427,6261,4E2D
042F,9426,171C,4A8F
0430,9439,1C15,F9E5
0431,9438,8A25,BAE6
0432,943B,92C5,69C4
0433,943A,F3E5,49C5
0434,943D,CA45,A9CA
0435,943C,70B5,7AC4
0436,943F,22E5,E9C6
0437,943E,3D05,5AE4
0438,9431,5005,9AC5
0439,9430,0945,39E4
043A,9433,A925,09EA
043B,9432,EC55,8ACA
043C,9435,DE55,DAC6
043D,9434,43C5,2AE5
043E,9437,BE15,19E6
043F,9436,6DB5,CAEA
0440,9449,EE5D,4ACD
0441,9448,057F,EAA3
0442,944B,F7FF,35E8
0443,944A,42CD,F5ED
0444,944D,AA8F,05EC
0445,944C,3BDF,35FB
0446,944F,42AF,15E2
0447,944E,60BD,6AAB
0448,9441,606F,F5FF
0449,9440,AA2D,6AC8
044A,9443,054D,AACC
044B,9442,141D,05F1
044C,9445,143F,15F3
044D,9444,F7ED,4AAF
044E,9447,EE9F,EAC2
044F,9446,3B0D,AAA1
0450,9459,43C3,4D5F
0451,9458,5B03,9A5F
0452,945B,B713,361B
0453,945A,E353,F61F
0454,945D,70B3,3F1B
0455,945C,CB43,5B1B
0456,945F,D253,FF1F
0457,945E,AD23,705B
0458,9451,8023,2B1F
0459,9450,6DB3,6D5B
045A,9453,3603,695B
045B,9452,F1E3,551B
045C,9455,27E3,251F
045D,9454,1113,905F
045E,9457,92C3,495F
045F,9456,0643,7A5B
0460,9469,F3E6,FD15
0461,9468,70B6,2A15
0462,946B,D256,6D54
0463,946A,1316,4D55
0464,946D,5006,6954
0465,946C,8026,7054
0466,946F,B216,4955
0467,946E,0D46,5014
0468,9461,C046,9055
0469,9460,3D06,3D14
046A,9463,6DB6,3914
046B,9462,43C6,7A54
046C,9465,92C6,9A55
046D,9464,E356,2015
046E,9467,22E6,F915
046F,9466,AD26,5A14
0470,9479,330A,F345
0471,9478,92CA,2E45
0472,947B,822A,4D25
0473,947A,034A,4325
0474,947D,22EA,4925
0475,947C,D25A,9025
0476,947F,C24A,4C25
0477,947E,131A,2045
0478,9471,B21A,9225
0479,9470,F3EA,FD45
047A,9473,43CA,F945
047B,9472,63BA,9A25
047C,9475,72BA,9E25
047D,9474,A32A,2245
047E,9477,520A,FC45
047F,9476,E35A,2A45
0480,9489,42C2,405D
0481,9488,3BD3,4A9F
0482,948B,1733,3B18
0483,948A,E252,FB1D
0484,948D,6063,3518
0485,948C,0B73,3B3B
0486,948F,E293,F51D
0487,948E,A022,609B
0488,9481,A083,FB3F
0489,9480,60B2,6058
048A,9483,3B02,6A58
048B,9482,F7E2,353B
048C,9485,F7F3,F53F
048D,9484,1712,409F
048E,9487,42A3,4A5D
048F,9486,0B42,6A9B
0490,9499,1E19,FAE9
0491,9498,AA85,1AF6
0492,949B,42A5,6ACE
0493,949A,F2E9,4AC9
0494,949D,0A75,AAC7
0495,949C,6065,6AA4
0496,949F,F2F5,EAC0
0497,949E,3009,3AF4
0498,9491,30D5,4AA5
0499,9490,0A49,3AEE
049A,9493,AA29,0AE7
049B,9492,EE59,AAAA
049C,9495,EE95,EAA6
049D,9494,42C9,FAF5
049E,9497,1E35,1AE0
049F,9496,60B9,0AFA
04A0,94A9,AE28,4EBD
04A1,94A8,143B,EE63
04A2,94AB,37DB,F50D
04A3,94AA,62B8,F40D
04A4,94AD,EE9B,1502
04A5,94AC,F7FB,F5DF
04A6,94AF,626B,1402
04A7,94AE,42C8,4A6F
04A8,94A1,42AB,F4DF
04A9,94A0,EE58,4ABD
04AA,94A3,1418,EAB2
04AB,94A2,0448,15D3
04AC,94A5,047B,14D3
04AD,94A4,3708,4E6F
04AE,94A7,AE8B,EEB2
04AF,94A6,F7E8,EA63
04B0,94B9,EC5F,49CF
04B1,94B8,C54F,DAC3
04B2,94BB,27EF,3FEB
04B3,94BA,43CF,FFEF
04B4,94BD,8A2F,0FE1
04B5,94BC,5B0F,55EB
04B6,94BF,92CF,1FE3
04B7,94BE,6DBF,7ACB
04B8,94B1,70BF,25EF
04B9,94B0,A92F,69CB
04BA,94B3,0F4F,A9C1
04BB,94B2,181F,C5E1
04BC,94B5,B41F,B5E3
04BD,94B4,F1EF,9ACF
04BE,94B7,DE5F,E9C3
04BF,94B6,360F,8AC1
04C0,94C9,63B1,432F
04C1,94C8,27E1,9E2F
04C2,94CB,C741,F64F
04C3,94CA,A321,F14F
04C4,94CD,92C1,FF4F
04C5,94CC,B711,2B4F
04C6,94CF,8221,F84F
04C7,94CE,E351,902F
04C8,94C1,D251,274F
04C9,94C0,43C1,4D2F
04CA,94C3,F1E1,492F
04CB,94C2,3101,254F
04CC,94C5,5701,244F
04CD,94C4,0141,922F
04CE,94C7,72B1,4C2F
04CF,94C6,1111,9A2F
04D0,94D9,F2E0,F019
04D1,94D8,6066,FA35
04D2,94DB,E296,605E
04D3,94DA,1210,4059
04D4,94DD,30D6,6A5E
04D5,94DC,A086,6094
04D6,94DF,1236,4A59
04D7,94DE,0040,3034
04D8,94D1,0076,4095
04D9,94D0,3000,301E
04DA,94D3,60B0,3A1E
04DB,94D2,42C0,6A94
04DC,94D5,42A6,4A95
04DD,94D4,E250,F035
04DE,94D7,F2F6,FA19
04DF,94D6,A020,3A34
04E0,94E9,0E4E,FE09
04E1,94E8,EE94,1ED6
04E2,94EB,6264,4AB9
04E3,94EA,320E,4EB9
04E4,94ED,1E34,EAB0
04E5,94EC,42A4,4A65
04E6,94EF,32D4,EEB0
04E7,94EE,F2EE,FAD5
04E8,94E1,F2F4,4E65
04E9,94E0,1E1E,FA09
04EA,94E3,EE5E,1A00
04EB,94E2,AE2E,EA66
04EC,94E5,AE84,EE66
04ED,94E4,62BE,FED5
04EE,94E7,0E74,1E00
04EF,94E6,42CE,1AD6
04F0,94F9,AC2B,4CBF
04F1,94F8,B41B,DEB3
04F2,94FB,570B,FF0F
04F3,94FA,63BB,F80F
04F4,94FD,DE5B,1F03
04F5,94FC,27EB,250F
04F6,94FF,72BB,1803
04F7,94FE,43CB,9ABF
04F8,94F1,92CB,240F
04F9,94F0,EC5B,49BF
04FA,94F3,181B,E9B3
04FB,94F2,084B,B503
04FC,94F5,C44B,B403
04FD,94F4,310B,9EBF
04FE,94F7,8E2B,ECB3
04FF,94F6,F1EB,DAB3
0500,9509,3EB7,FE20
0501,9508,44AA,1265
0502,950B,A76A,4520
0503,950A,02B7,4420
0504,950D,FEAA,EBB9
0505,950C,E7AA,4586
0506,950F,026A,E7B9
0507,950E,12C7,FA86
0508,9501,12AA,4486
0509,9500,FEC7,FA20
050A,9503,44C7,10B9
050B,9502,64B7,EB65
050C,9505,646A,E765
050D,9504,A7B7,FE86
050E,9507,3E6A,12B9
050F,9506,E7C7,1065
0510,9519,0C2A,F326
0511,9518,D45A,B225
0512,951B,84B4,4626
0513,951A,0CB4,4126
0514,951D,BE5A,E625
0515,951C,D4C4,9B26
0516,951F,CEB4,E125
0517,951E,1CC4,2026
0518,9511,BEC4,9726
0519,9510,1C5A,FD26
051A,9513,E85A,1D25
051B,9512,A82A,DB25
051C,9515,842A,D725
051D,9514,A8B4,2226
051E,9517,CE2A,1325
051F,9516,E8C4,B025
0520,9529,34BC,F422
0521,9528,F4FA,176F
0522,952B,07DA,F540
0523,952A,07BC,F440
0524,952D,F4A1,1B09
0525,952C,17FA,F576
0526,952F,0761,1709
0527,952E,17CC,F583
0528,9521,17A1,F476
0529,9520,F4CC,F522
052A,9523,F4E7,1BBD
052B,9522,3407,1BD5
052C,9525,34DA,17D5
052D,9524,0707,F483
052E,9527,3461,17BD
052F,9526,17E7,1B6F
0530,9539,1C56,FD56
0531,9538,8526,B055
0532,953B,D4C5,665A
0533,953A,1CC5,4656
0534,953D,CA26,A654
0535,953C,85B5,7B5A
0536,953F,BEC5,E655
0537,953E,09B5,505A
0538,9531,CAB5,9B56
0539,9530,0926,3D5A
053A,9533,AF26,0D54
053B,9532,E856,8B54
053C,9535,D456,DB55
053D,9534,E8C5,2056
053E,9537,BE56,1D55
053F,9536,AFB5,C054
0540,9549,1452,FB52
0541,9548,0576,1B9F
0542,954B,14F5,3B17
0543,954A,14CD,FB10
0544,954D,0583,0B1E
0545,954C,05D5,3B3A
0546,954F,14AF,1B19
0547,954E,05BD,3B91
0548,9541,056F,FB36
0549,9540,0522,3B5C
054A,9543,0540,0B58
054B,9542,1410,0B34
054C,9545,1436,1B35
054D,9544,14E9,FB93
054E,9547,1493,1B5D
054F,9546,0509,0B9B
0550,9559,F8C3,FF53
0551,9558,5506,BBCF
0552,955B,B7E6,3F1A
0553,955A,11C3,FF16
0554,955D,55B3,06E4
0555,955C,CB06,551A
0556,955F,B7C3,16E5
0557,955E,06B3,5551
0558,9551,CBB3,2516
0559,9550,3FB3,3F51
055A,9553,3F06,06CB
055B,9552,F8E6,CBE4
055C,9555,24E6,BBE5
055D,9554,11E6,2553
055E,9557,24C3,16CF
055F,9556,0606,CBCB
0560,9569,FCC6,F956
0561,9568,75B6,B0C5
0562,956B,D7C6,6F5A
0563,956A,13C6,4F56
0564,956D,5AB6,A6C4
0565,956C,8BB6,755A
0566,956F,B2C6,E6C5
0567,956E,0DB6,5A5A
0568,9561,C0B6,9556
0569,9560,39B6,395A
056A,9563,6FB6,0DC4
056B,9562,48C6,8BC4
056C,9565,94C6,DBC5
056D,9564,E1C6,2A56
056E,9567,2EC6,1DC5
056F,9566,A6B6,C0C4
0570,9579,3CBA,FC26
0571,9578,94CA,B2B5
0572,957B,87BA,4F26
0573,957A,03BA,4826
0574,957D,2ECA,E6B5
0575,957C,D7CA,9526
0576,957F,C2BA,E1B5
0577,957E,13CA,2A26
0578,9571,B2CA,9426
0579,9570,FCCA,F926
057A,9573,48CA,1DB5
057B,9572,68BA,DBB5
057C,9575,74BA,D7B5
057D,9574,A1BA,2E26
057E,9577,5EBA,13B5
057F,9576,E1CA,B0B5
0580,9589,F4C2,F552
0581,9588,35D6,1BAF
0582,958B,17F6,3517
0583,958A,17C2,F510
0584,958D,3563,0BEE
0585,958C,0BD6,353A
0586,958F,17A3,1BE9
0587,958E,0BB2,3591
0588,9581,0B63,F536
0589,9580,35B2,355C
058A,9583,3500,0BC8
058B,9582,F4E0,0BF4
058C,9585,F4F6,1BF5
058D,9584,17E0,F593
058E,9587,F4A3,1BCD
058F,9586,0B00,0BAB
0590,9599,1E50,F050
0591,9598,A586,1095
0592,959B,E4A5,6B57
0593,959A,1EC9,4B50
0594,959D,0A86,AB5E
0595,959C,A565,6B9A
0596,959F,1EA5,EB59
0597,959E,0AB9,309A
0598,9591,0A65,4B96
0599,9590,0A20,3057
059A,9593,A520,005E
059B,9592,E450,AB94
059C,9595,E496,EB95
059D,9594,E4C9,F096
059E,9597,1E96,1059
059F,9596,A5B9,0094
05A0,95A9,042C,F722
05A1,95A8,143A,178F
05A2,95AB,04D4,FB40
05A3,95AA,04B8,F740
05A4,95AD,1491,1B49
05A5,95AC,14F4,FB76
05A6,95AF,046B,1749
05A7,95AE,14C8,FB83
05A8,95A1,14AB,F776
05A9,95A0,145C,FB22
05AA,95A3,1417,1B2D
05AB,95A2,0447,1B75
05AC,95A5,047A,1775
05AD,95A4,040E,F783
05AE,95A7,0481,172D
05AF,95A6,14EE,1B8F
05B0,95B9,1853,F653
05B1,95B8,C546,BB5F
05B2,95BB,B4E5,361A
05B3,95BA,18CF,F616
05B4,95BD,C523,0614
05B5,95BC,C505,5B1A
05B6,95BF,B4CF,1615
05B7,95BE,0FBF,5B51
05B8,95B1,C5BF,2B16
05B9,95B0,0F23,3651
05BA,95B3,0F46,065B
05BB,95B2,1816,CB14
05BC,95B5,B416,BB15
05BD,95B4,18E5,2B53
05BE,95B7,B453,165F
05BF,95B6,0F05,CB5B
05C0,95C9,38B1,F823
05C1,95C8,24EA,B7BF
05C2,95CB,C70A,FF46
05C3,95CA,01B1,F846
05C4,95CD,24C1,1605
05C5,95CC,B7EA,2546
05C6,95CF,C7B1,1105
05C7,95CE,11C1,2523
05C8,95C1,B7C1,2446
05C9,95C0,F8C1,FF23
05CA,95C3,F8EA,16BF
05CB,95C2,380A,BB05
05CC,95C5,540A,B705
05CD,95C4,010A,2423
05CE,95C7,54B1,11BF
05CF,95C6,11EA,BBBF
05D0,95D9,FEC0,FA50
05D1,95D8,6566,10A5
05D2,95DB,E7A6,6557
05D3,95DA,12C0,4550
05D4,95DD,3A66,ABCE
05D5,95DC,AB66,659A
05D6,95DF,12A6,EBC9
05D7,95DE,00B0,3A9A
05D8,95D1,0066,4596
05D9,95D0,3AB0,3A57
05DA,95D3,65B0,00CE
05DB,95D2,44C0,ABA4
05DC,95D5,44A6,EBA5
05DD,95D4,E7C0,FA96
05DE,95D7,FEA6,10C9
05DF,95D6,ABB0,00A4
05E0,95E9,0E27,F220
05E1,95E8,E49A,1285
05E2,95EB,A464,4B20
05E3,95EA,0EBE,4720
05E4,95ED,1E9A,EB29
05E5,95EC,E4A4,4B86
05E6,95EF,0E64,E729
05E7,95EE,1ECE,F086
05E8,95E1,1EA4,4786
05E9,95E0,1E57,F020
05EA,95E3,E457,1029
05EB,95E2,A427,EB85
05EC,95E5,A48A,E785
05ED,95E4,A4BE,F286
05EE,95E7,0E8A,1229
05EF,95E6,E4CE,1085
05F0,95F9,0821,F123
05F1,95F8,B41A,B72F
05F2,95FB,C404,F646
05F3,95FA,08BB,F146
05F4,95FD,B451,1645
05F5,95FC,B4E4,2B46
05F6,95FF,C4BB,1145
05F7,95FE,18CB,2B23
05F8,95F1,B4CB,2746
05F9,95F0,1851,F623
05FA,95F3,181A,162F
05FB,95F2,084A,BB45
05FC,95F5,C44A,B745
05FD,95F4,0804,2723
05FE,95F7,C421,112F
05FF,95F6,18E4,BB2F
0600,9609,53B7,2329
0601,9608,47A7,FE89
0602,960B,A787,9629
0603,960A,C327,9129
0604,960D,F2A7,9F29
0605,960C,E797,4B89
0606,960F,0287,9829
0607,960E,B357,F089
0608,9601,1297,4789
0609,9600,23C7,2D29
060A,9603,91C7,2929
060B,9602,71B7,4589
060C,9605,6767,4489
060D,9604,8127,F289
060E,9607,3267,2C29
060F,9606,D157,FA89
0610,9619,0C84,FC65
0611,9618,D854,BCB6
0612,961B,71B4,4F65
0613,961A,3364,4865
0614,961D,BC54,EF66
0615,961C,91C4,9FB5
0616,961F,53B4,E866
0617,961E,F3A4,29B5
0618,9611,23C4,98B5
0619,9610,1C94,F965
061A,9613,E894,1966
061B,9612,A884,DFB6
061C,9615,8824,D8B6
061D,9614,6164,2CB5
061E,9617,CC24,1C66
061F,9616,41A4,B9B6
0620,9629,51BC,212D
0621,9628,F7F7,F48D
0622,962B,0777,2649
0623,962A,C12C,2149
0624,962D,F7AC,2F49
0625,962C,1737,FB79
0626,962F,078C,2849
0627,962E,B15C,FB8D
0628,9621,179C,F779
0629,9620,21CC,262D
062A,9623,21E7,2F2D
062B,9622,5107,F579
062C,9625,37D7,F479
062D,9624,C147,F78D
062E,9627,376C,282D
062F,9626,B117,F58D
0630,9639,1C95,F9A5
0631,9638,8F25,B9C6
0632,963B,91C5,6FA4
0633,963A,F3A5,4FA5
0634,963D,C925,AFAA
0635,963C,76B5,7FC4
0636,963F,23C5,EFA6
0637,963E,3D65,59C4
0638,9631,5DB5,9FC5
0639,9630,0985,39A4
063A,9633,AF85,09AA
063B,9632,E895,8FCA
063C,9635,D855,DFC6
063D,9634,41A5,29C5
063E,9637,BC55,19A6
063F,9636,6665,C9CA
0640,9649,B85D,2FCD
0641,9648,0579,15A2
0642,964B,F7F9,5FEE
0643,964A,21CD,2FE9
0644,964D,058D,CFE7
0645,964C,3BD9,35FE
0646,964F,F7AD,BFE0
0647,964E,56BD,35A8
0648,9641,3B6D,F5F9
0649,9640,CF2D,5FC8
064A,9643,CF49,CFCC
064B,9642,B819,05F7
064C,9645,1439,15F0
064D,9644,21E9,F5AD
064E,9647,149D,BFC2
064F,9646,5609,05AC
0650,9659,F1A3,F69F
0651,9658,5606,2F5F
0652,965B,B116,3634
0653,965A,1193,F635
0654,965D,56B3,3F34
0655,965C,C646,5614
0656,965F,B153,FF35
0657,965E,0683,565B
0658,9651,C623,2615
0659,9650,3663,369B
065A,9653,36D6,3F9B
065B,9652,F1F6,5F14
065C,9655,21E6,2F15
065D,9654,1136,265F
065E,9657,21C3,FF9F
065F,9656,0676,5F5B
0660,9669,F3A6,FD95
0661,9668,76B6,2955
0662,966B,D156,6694
0663,966A,1396,4695
0664,966D,5DB6,6F94
0665,966C,8626,7654
0666,966F,B356,4F95
0667,966E,0D86,5D54
0668,9661,CD26,9655
0669,9660,3D66,3D94
066A,9663,6666,3994
066B,9662,41A6,7F54
066C,9665,91C6,9F55
066D,9664,E196,2D55
066E,9667,23C6,F995
066F,9666,A686,5954
0670,9679,336A,F385
0671,9678,91CA,2C25
0672,967B,812A,4685
0673,967A,038A,4185
0674,967D,23CA,4F85
0675,967C,D15A,9625
0676,967F,C32A,4885
0677,967E,139A,2D25
0678,9671,B35A,9125
0679,9670,F3AA,FD85
067A,9673,41AA,F985
067B,9672,616A,9F25
067C,9675,71BA,9825
067D,9674,A18A,2325
067E,9677,53BA,FC85
067F,9676,E19A,2925
0680,9689,21C2,265D
0681,9688,3BD0,F59D
0682,968B,1730,561E
0683,968A,B152,2619
0684,968D,3B62,5F1E
0685,968C,0B70,3B3E
0686,968F,1792,2F19
0687,968E,C622,3B98
0688,9681,0B82,FB39
0689,9680,56B2,5658
068A,9683,5600,5F58
068B,9682,21E0,353E
068C,9685,F7F0,F539
068D,9684,B110,FB9D
068E,9687,F7A2,2F5D
068F,9686,C640,3598
0690,9699,BC59,29C9
0691,9698,A589,1AA0
0692,969B,47A9,7FCE
0693,969A,23C9,9FC9
0694,969D,0A89,8FC7
0695,969C,6B69,65AE
0696,969F,F2A9,DFC0
0697,969E,5DB9,3AAE
0698,9691,3069,45A9
0699,9690,C929,59CE
069A,9693,8F29,C9C7
069B,9692,D859,A5A7
069C,9695,E499,E5A0
069D,9694,91C9,FAA9
069E,9697,1E99,B9C0
069F,9696,76B9,0AA7
06A0,96A9,C828,28BD
06A1,96A8,143E,1462
06A2,96AB,37DE,2F09
06A3,96AA,51B8,2809
06A4,96AD,1498,BF00
06A5,96AC,F7FE,F5D9
06A6,96AF,3768,B800
06A7,96AE,21C8,F56D
06A8,96A1,F7A8,F4D9
06A9,96A0,B858,2FBD
06AA,96A3,B81E,BFB2
06AB,96A2,C84E,15D0
06AC,96A5,047E,14D0
06AD,96A4,510E,F46D
06AE,96A7,0488,B8B2
06AF,96A6,21EE,1562
06B0,96B9,189F,FFAF
06B1,96B8,CF45,BFC3
06B2,96BB,21E5,3FF4
06B3,96BA,F1AF,FFF5
06B4,96BD,CF2F,0FFA
06B5,96BC,5605,5FE4
06B6,96BF,21CF,1FF6
06B7,96BE,366F,5FCB
06B8,96B1,56BF,2FE5
06B9,96B0,0F8F,3FAB
06BA,96B3,0F75,0FA1
06BB,96B2,1835,CFEA
06BC,96B5,B815,BFE6
06BD,96B4,F1F5,2FCF
06BE,96B7,B85F,1FA3
06BF,96B6,36D5,CFC1
06C0,96C9,3161,F18F
06C1,96C8,21EA,282F
06C2,96CB,C14A,F675
06C3,96CA,0181,F175
06C4,96CD,21C1,FF75
06C5,96CC,B11A,2645
06C6,96CF,C121,F875
06C7,96CE,1191,262F
06C8,96C1,B151,2145
06C9,96C0,F1A1,F68F
06CA,96C3,F1FA,FF8F
06CB,96C2,31DA,2F45
06CC,96C5,510A,2845
06CD,96C4,017A,212F
06CE,96C7,51B1,F88F
06CF,96C6,113A,2F2F
06D0,96D9,23C0,2D59
06D1,96D8,6B60,FA99
06D2,96DB,E790,765E
06D3,96DA,B350,9659
06D4,96DD,3060,7F5E
06D5,96DC,AB80,6B9E
06D6,96DF,1290,9F59
06D7,96DE,CD20,309E
06D8,96D1,0080,4B99
06D9,96D0,5DB0,5D5E
06DA,96D3,76B0,595E
06DB,96D2,91C0,659E
06DC,96D5,47A0,4599
06DD,96D4,D150,F099
06DE,96D7,F2A0,2959
06DF,96D6,8620,3A9E
06E0,96E9,CC2E,2CB9
06E1,96E8,E49E,1E60
06E2,96EB,676E,9FB9
06E3,96EA,53BE,98B9
06E4,96ED,1E9E,DFB0
06E5,96EC,47AE,4569
06E6,96EF,326E,D8B0
06E7,96EE,23CE,FA69
06E8,96E1,F2AE,4469
06E9,96E0,BC5E,29B9
06EA,96E3,D85E,B9B0
06EB,96E2,882E,E560
06EC,96E5,A48E,E460
06ED,96E4,71BE,FE69
06EE,96E7,0E8E,BCB0
06EF,96E6,91CE,1A60
06F0,96F9,088B,F86F
06F1,96F8,B814,B8B3
06F2,96FB,5104,FFD5
06F3,96FA,316B,F8D5
06F4,96FD,B85B,1FD6
06F5,96FC,21E4,2F05
06F6,96FF,51BB,18D6
06F7,96FE,F1AB,2FBF
06F8,96F1,21CB,2805
06F9,96F0,189B,FF6F
06FA,96F3,1834,1F63
06FB,96F2,0874,BF06
06FC,96F5,C844,B806
06FD,96F4,31D4,28BF
06FE,96F7,C82B,1863
06FF,96F6,F1F4,BFB3
0700,9709,32C7,F02E
0701,9708,4BAA,FA84
0702,970B,A79A,6759
0703,970A,0257,4B2E
0704,970D,F0AA,6459
0705,970C,EB9A,6795
0706,970F,029A,452E
0707,970E,1057,3295
0708,9701,109A,4B84
0709,9700,F0C7,3259
070A,9703,4BC7,3E59
070B,9702,67C7,6495
070C,9705,67AA,4584
070D,9704,A757,F084
070E,9707,32AA,FA2E
070F,9706,EB57,3E95
0710,9719,0C54,F9B4
0711,9718,D554,BABA
0712,971B,77C4,68C5
0713,971A,33C4,4FB4
0714,971D,BA54,A8C6
0715,971C,9BC4,74C5
0716,971F,52C4,EFBA
0717,971E,FDC4,5EC5
0718,9711,20C4,95B4
0719,9710,1954,3CC5
071A,9713,EF54,0CC6
071B,9712,A854,84C6
071C,9715,8454,D5BA
071D,9714,61C4,2AB4
071E,9717,CE54,19BA
071F,9716,46C4,CEC6
0720,9729,37CC,FB28
0721,9728,FBFA,F58B
0722,972B,073A,3719
0723,972A,075C,FB4E
0724,972D,FBA1,3419
0725,972C,1B3A,3735
0726,972F,0791,F54E
0727,972E,1B5C,379F
0728,9721,1B91,FB74
0729,9720,FBCC,375D
072A,9723,FBE7,345D
072B,9722,37E7,3435
072C,9725,37FA,F574
072D,9724,0717,FB8B
072E,9727,37A1,F528
072F,9726,1B17,349F
0730,9739,0955,FCB4
0731,9738,8524,BEBA
0732,973B,7BC5,68B5
0733,973A,3DC5,48B4
0734,973D,CA24,A8B6
0735,973C,7BB4,74B5
0736,973F,50C5,E8BA
0737,973E,3DB4,5EB5
0738,9731,50B4,94B4
0739,9730,0924,3CB5
073A,9733,AF24,0CB6
073B,9732,AF55,84B6
073C,9735,8555,D4BA
073D,9734,66C5,2EB4
073E,9737,CA55,1CBA
073F,9736,66B4,CEB6
0740,9749,055D,F4B8
0741,9748,0574,1461
0742,974B,3BF5,3409
0743,974A,3BCD,F40E
0744,974D,058B,0400
0745,974C,3BD4,34D5
0746,974F,3BAF,1407
0747,974E,3BB8,346F
0748,9741,3B6B,F4D4
0749,9740,0528,34BD
074A,9743,054E,04B2
074B,9742,0519,04D6
074C,9745,0535,14DA
074D,9744,3BE9,F46B
074E,9747,059F,14BC
074F,9746,3B0E,0463
0750,9759,36C3,F12B
0751,9758,5B0A,242B
0752,975B,CB16,3145
0753,975A,0653,F144
0754,975D,5BB1,3845
0755,975C,CB4A,5745
0756,975F,CB53,F844
0757,975E,0621,572F
0758,9751,CB21,2744
0759,9750,36B1,312F
075A,9753,360A,382F
075B,9752,36E6,5445
075C,9755,5BE6,2444
075D,9754,0616,272B
075E,9757,5BC3,F82B
075F,9756,064A,542F
0760,9769,3DC6,F324
0761,9768,7BBA,2E24
0762,976B,8B56,6125
0763,976A,0D56,4124
0764,976D,50BA,6825
0765,976C,8B2A,7725
0766,976F,C056,4824
0767,976E,0D2A,5225
0768,9761,C02A,9724
0769,9760,3DBA,3325
076A,9763,66BA,3C25
076B,9762,66C6,7425
076C,9765,7BC6,9424
076D,9764,A656,2224
076E,9767,50C6,FC24
076F,9766,A62A,5E25
0770,9779,33CA,FD24
0771,9778,9BCA,2A24
0772,977B,875A,6155
0773,977A,035A,4624
0774,977D,20CA,6855
0775,977C,DB5A,7755
0776,977F,C25A,4F24
0777,977E,1D5A,5255
0778,9771,B05A,9B24
0779,9770,FDCA,3355
